First,Last,Nickname,Height in cm,Weight in lbs,Reach in inches,Stance,W,L,D,Belt
Alex,Garcia,The Dominican Nightmare,175.26,170,182.88,Orthodox,15.0,6.0,0.0,0.0
Nick,Garcia,Nitro,162.56,125,0.0,0,8.0,3.0,0.0,0.0
Steve,Garcia,Mean Machine,182.88,145,190.5,Southpaw,14.0,5.0,0.0,0.0
Elias,Garcia,0,165.1,125,170.18,Southpaw,6.0,2.0,0.0,0.0
Rafa,Garcia,Gifted,170.18,155,177.8,Orthodox,16.0,3.0,0.0,0.0
Fernie,Garcia,0,170.18,135,170.18,Orthodox,10.0,3.0,0.0,0.0
Rulon,Gardner,0,190.5,265,0.0,Orthodox,1.0,0.0,0.0,0.0
David,Gardner,0,180.34,155,0.0,Orthodox,18.0,21.0,0.0,0.0
Ian,Garry,The Future,190.5,170,187.96,Orthodox,12.0,0.0,0.0,0.0
Pablo,Garza,The Scarecrow,185.42,145,185.42000000000002,Orthodox,12.0,4.0,0.0,0.0
Azamat,Gashimov,0,167.64000000000001,125,0.0,Orthodox,8.0,3.0,0.0,0.0
Brian,Gassaway,0,185.42,170,0.0,Orthodox,29.0,20.0,2.0,0.0
Kelvin,Gastelum,0,175.26,170,180.34,Southpaw,18.0,8.0,0.0,0.0
Willie,Gates,0,172.72,125,182.88,Orthodox,12.0,7.0,0.0,0.0
Melissa,Gatto,0,165.1,125,175.26,Orthodox,8.0,2.0,2.0,0.0
Louis,Gaudinot,Goodnight,160.02,125,160.02,Orthodox,8.0,4.0,0.0,0.0
Manuel,Gaxhja,0,172.72,155,0.0,Switch,7.0,0.0,0.0,0.0
Shamil,Gaziev,0,0.0,0,0.0,0,5.0,1.0,0.0,0.0
Charlene,Gellner,Princess,157.48000000000002,125,0.0,0,0.0,4.0,0.0,0.0
Chad,George,Savage,167.64000000000001,135,172.72,Southpaw,16.0,8.0,0.0,0.0
Paul,Georgieff,0,187.96,170,0.0,Orthodox,6.0,2.0,0.0,0.0
Brian,Geraghty,Duke,170.18,155,0.0,Orthodox,26.0,18.0,1.0,0.0
Derek,Getzel,The Pretzel,182.88,155,0.0,0,8.0,5.0,0.0,0.0
Karine,Gevorgyan,The Princess,162.56,125,160.02,0,3.0,3.0,0.0,0.0
Yanis,Ghemmouri,The Desert Warrior,0.0,135,0.0,0,12.0,1.0,0.0,0.0
Darrel,Gholar,0,172.72,194,0.0,Orthodox,5.0,6.0,0.0,0.0
Tiki,Ghosn,0,177.8,170,0.0,Orthodox,10.0,7.0,1.0,0.0
Christos,Giagos,The Spartan,177.8,155,180.34,Orthodox,20.0,10.0,0.0,0.0
Joe,Giannetti,0,182.88,155,187.96,Southpaw,6.0,1.0,0.0,0.0
Nick,Gibbons,0,177.8,155,0.0,0,2.0,1.0,0.0,0.0
James,Giboo,0,180.34,170,0.0,Orthodox,13.0,5.0,0.0,0.0
Lance,Gibson,Fearless,175.26,185,0.0,Orthodox,4.0,5.0,0.0,0.0
Lee,Gibson,Lethal,170.18,155,0.0,0,12.0,4.0,0.0,0.0
Cody,Gibson,The Renegade,177.8,135,180.34,Orthodox,15.0,7.0,0.0,0.0
Chase,Gibson,El Guero,177.8,155,182.88,Orthodox,9.0,5.0,0.0,0.0
Kenny,Giddens,0,180.34,155,0.0,0,12.0,7.0,0.0,0.0
Thomas,Gifford,The Young Lion,185.42,155,190.5,Orthodox,14.0,9.0,0.0,0.0
Joseph,Gigliotti,Capo,180.34,185,0.0,Orthodox,7.0,2.0,0.0,0.0
Joey,Gilbert,0,180.34,155,0.0,Orthodox,2.0,3.0,0.0,0.0
Trevin,Giles,0,182.88,170,187.96,Orthodox,16.0,4.0,0.0,0.0
Kultar,Gill,Black Mamba,182.88,154,0.0,Orthodox,12.0,8.0,0.0,0.0
Jesse,Gillespie,0,0.0,185,0.0,0,3.0,2.0,0.0,0.0
Gregor,Gillespie,The Gift,170.18,155,180.34,Orthodox,14.0,1.0,0.0,0.0
Jason,Gilliam,0,182.88,170,0.0,Orthodox,14.0,9.0,0.0,0.0
Micheal,Gillmore,The Gentleman,180.34,170,182.88,Orthodox,6.0,5.0,0.0,0.0
Krishaun,Gilmore,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Alex,Gilpin,0,170.18,145,0.0,Orthodox,11.0,1.0,0.0,0.0
Bob,Gilstrap,0,190.5,200,0.0,Orthodox,5.0,7.0,0.0,0.0
Eperaim,Ginting,The Wolfman,162.56,135,162.56,Orthodox,6.0,1.0,0.0,0.0
Demetrius,Gioulacos,0,180.34,185,0.0,0,0.0,1.0,0.0,0.0
Billy,Giovanella,Wolverine,172.72,125,0.0,0,9.0,5.0,0.0,0.0
He-Man,Gipson,0,0.0,0,0.0,0,1.0,2.0,0.0,0.0
Israel,Giron,El Rojo,172.72,155,0.0,0,19.0,5.0,0.0,0.0
Brandon,Girtz,Cold Roll,170.18,155,0.0,0,14.0,7.0,0.0,0.0
Jason,Glaza,0,182.88,230,0.0,0,3.0,2.0,0.0,0.0
Mike,Glenn,0,0.0,205,0.0,0,5.0,6.0,0.0,0.0
Ricky,Glenn,The Gladiator,182.88,155,177.8,Southpaw,22.0,7.0,2.0,0.0
Mark,Godbeer,The Hand Of,193.04,240,195.58,Orthodox,13.0,4.0,0.0,0.0
Clint,Godfrey,0,167.64000000000001,135,0.0,Southpaw,13.0,3.0,0.0,0.0
Loopy,Godinez,0,157.48000000000002,115,154.94,Orthodox,10.0,3.0,0.0,0.0
Jason,Godsey,0,187.96,230,0.0,Orthodox,16.0,16.0,0.0,0.0
Allan,Goes,0,182.88,205,0.0,Orthodox,10.0,5.0,2.0,0.0
Billy,Goff,0,0.0,170,0.0,Switch,8.0,2.0,0.0,0.0
Amiran,Gogoladze,0,185.42,170,187.96,Switch,14.0,3.0,0.0,0.0
Jonny,Goh,0,180.34,155,0.0,0,3.0,4.0,0.0,0.0
Hannah,Goldy,24K,162.56,115,154.94,Orthodox,6.0,3.0,0.0,0.0
Marcelo,Golm,0,190.5,249,190.5,Orthodox,6.0,3.0,0.0,0.0
Denise,Gomes,Dee,157.48000000000002,115,160.02,Orthodox,8.0,2.0,0.0,0.0
Sergio,Gomez,0,167.64000000000001,155,0.0,Orthodox,10.0,3.0,0.0,0.0
Frank,Gomez,0,177.8,135,170.18,Orthodox,10.0,6.0,0.0,0.0
Alan,Gomez,0,0.0,155,0.0,0,2.0,0.0,0.0,0.0
David,Gomez,0,0.0,155,0.0,0,1.0,2.0,0.0,0.0
Ulysses,Gomez,Useless,167.64000000000001,125,0.0,Orthodox,9.0,5.0,0.0,0.0
Joey,Gomez,KO King,177.8,135,185.42000000000002,Orthodox,6.0,2.0,0.0,0.0
Luis,Gomez,Tiger Junior,170.18,145,172.72,Orthodox,4.0,1.0,0.0,0.0
Joey,Gomez,0,177.8,155,180.34,Orthodox,7.0,1.0,0.0,0.0
Edson,Gomez,0,172.72,170,175.26,Switch,6.0,2.0,0.0,0.0
Silvana,Gomez Juarez,La Malvada,160.02,115,165.1,Orthodox,11.0,5.0,0.0,0.0
Takanori,Gomi,The Fireball Kid,170.18,155,177.8,Southpaw,35.0,14.0,0.0,0.0
William,Gomis,Jaguar,182.88,145,185.42000000000002,Southpaw,12.0,2.0,0.0,0.0
Akihiro,Gono,0,170.18,170,172.72,Switch,35.0,21.0,8.0,0.0
Gabriel,Gonzaga,Napao,187.96,242,193.04,Orthodox,17.0,11.0,0.0,0.0
Justin,Gonzales,J-Train,175.26,145,182.88,Orthodox,6.0,0.0,0.0,0.0
Fernando,Gonzalez,The Menifee Maniac,175.26,170,172.72,Southpaw,26.0,14.0,0.0,0.0
Nick,Gonzalez,The Ghost,167.64000000000001,155,0.0,Orthodox,17.0,12.0,0.0,0.0
Fabian,Gonzalez,0,177.8,135,0.0,0,2.0,1.0,0.0,0.0
Lewis,Gonzalez,Lethal,177.8,170,0.0,Orthodox,11.0,3.0,0.0,0.0
Jason,Gonzalez,Nicoya,187.96,155,187.96,Southpaw,11.0,5.0,0.0,0.0
Pearl,Gonzalez,0,162.56,115,0.0,Orthodox,6.0,3.0,0.0,0.0
Jorge,Gonzalez,Street,187.96,205,193.04,Orthodox,16.0,4.0,0.0,0.0
Mikey,Gonzalez,Rolls,180.34,155,187.96,Orthodox,7.0,2.0,0.0,0.0
Erick,Gonzalez,The Ghost Pepper,180.34,155,190.5,Orthodox,14.0,8.0,0.0,0.0
Jennifer,Gonzalez,Jefa,157.48000000000002,125,0.0,0,13.0,5.0,0.0,0.0
Kier,Gooch,0,0.0,155,0.0,0,2.0,7.0,0.0,0.0
Lyman,Good,Cyborg,182.88,170,187.96,Orthodox,21.0,6.0,0.0,0.0
Jared,Gooden,NiteTrain,182.88,170,195.58,Orthodox,22.0,9.0,0.0,0.0
Gary,Goodridge,Big Daddy,190.5,249,0.0,Orthodox,23.0,22.0,1.0,0.0
Jordan,Goodwin,0,0.0,155,0.0,0,0.0,0.0,0.0,0.0
Gerard,Gordeau,0,195.57999999999998,216,0.0,Orthodox,2.0,2.0,0.0,0.0
Eddie,Gordon,Truck,182.88,185,193.04,Orthodox,8.0,4.0,0.0,0.0
Jared,Gordon,Flash,175.26,155,172.72,Orthodox,19.0,6.0,0.0,0.0
Tebaris,Gordon,Boom,185.42,265,0.0,Orthodox,3.0,1.0,0.0,0.0
Malcolm,Gordon,X,170.18,125,180.34,Switch,14.0,7.0,0.0,0.0
Tresean,Gore,Mr. Vicious,182.88,185,190.5,Switch,5.0,2.0,0.0,0.0
Alex,Gorgees,Hitman,187.96,155,187.96,Switch,6.0,1.0,0.0,0.0
Themba,Gorimbo,The Answer,185.42,170,195.58,Orthodox,11.0,4.0,0.0,0.0
Tim,Gorman,The Psycho,165.1,135,0.0,Southpaw,9.0,4.0,0.0,0.0
Chase,Gormley,0,190.5,265,0.0,Orthodox,14.0,6.0,0.0,0.0
Jonathan,Goulet,The Road Warrior,182.88,170,185.42000000000002,Orthodox,23.0,12.0,0.0,0.0
Thibault,Gouti,GT,177.8,155,182.88,Orthodox,12.0,5.0,0.0,0.0
Wilson,Gouveia,0,185.42,185,193.04,Orthodox,14.0,8.0,0.0,0.0
Todd,Gouwenberg,0,185.42,205,0.0,Orthodox,9.0,5.0,0.0,0.0
Hugo,Govea,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Justin,Governale,The Therapist,0.0,145,0.0,0,5.0,5.0,0.0,0.0
Damian,Grabowski,The Polish Pitbull,185.42,241,190.5,Orthodox,20.0,5.0,0.0,0.0
Royce,Gracie,0,185.42,175,0.0,Southpaw,15.0,2.0,3.0,0.0
Crosley,Gracie,0,175.26,190,0.0,Orthodox,2.0,2.0,0.0,0.0
Daniel,Gracie,0,187.96,225,0.0,Orthodox,5.0,4.0,1.0,0.0
Ralph,Gracie,0,175.26,183,0.0,Orthodox,6.0,1.0,0.0,0.0
Renzo,Gracie,0,177.8,185,0.0,Orthodox,13.0,7.0,1.0,0.0
Rickson,Gracie,0,177.8,185,0.0,Switch,11.0,0.0,0.0,0.0
Rodrigo,Gracie,0,182.88,183,0.0,Orthodox,6.0,2.0,1.0,0.0
Royler,Gracie,0,172.72,150,0.0,Southpaw,5.0,5.0,1.0,0.0
Ryan,Gracie,0,175.26,200,0.0,Orthodox,5.0,2.0,0.0,0.0
Ralek,Gracie,0,187.96,210,0.0,Orthodox,3.0,1.0,0.0,0.0
Rolles,Gracie,0,193.04,242,0.0,Orthodox,8.0,4.0,0.0,0.0
Cesar,Gracie,0,177.8,181,0.0,Orthodox,0.0,1.0,0.0,0.0
Roger,Gracie,0,193.04,185,200.66,Orthodox,8.0,2.0,0.0,0.0
Igor,Gracie,0,180.34,170,0.0,0,5.0,4.0,0.0,0.0
Neiman,Gracie,0,182.88,170,0.0,0,6.0,0.0,0.0,0.0
Kron,Gracie,0,175.26,145,177.8,Southpaw,5.0,2.0,0.0,0.0
Bogdan,Grad,0,0.0,155,0.0,0,11.0,1.0,0.0,0.0
Steven,Graham,0,185.42,290,0.0,Orthodox,2.0,1.0,0.0,0.0
Scott,Graham,0,193.04,185,0.0,Orthodox,3.0,1.0,0.0,0.0
Miranda,Granger,Danger,170.18,115,172.72,Orthodox,7.0,3.0,0.0,0.0
TJ,Grant,0,177.8,155,182.88,Orthodox,21.0,5.0,0.0,0.0
Davey,Grant,Dangerous,172.72,135,175.26,Orthodox,15.0,7.0,0.0,0.0
Dwight,Grant,The Body Snatcher,185.42,185,193.04,Switch,11.0,6.0,0.0,0.0
Alexa,Grasso,0,165.1,125,167.64000000000001,Orthodox,16.0,3.0,0.0,0.0
Tony,Gravely,0,165.1,135,175.26,Orthodox,23.0,9.0,0.0,0.0
Michael,Graves,0,177.8,170,180.34,Orthodox,6.0,0.0,1.0,0.0
Shelton,Graves,The Gravedigger,187.96,255,193.04,Southpaw,7.0,3.0,0.0,0.0
James,Gray,The Phenom,175.26,135,0.0,Orthodox,4.0,1.0,0.0,0.0
Kevin,Gray,Pocket Herc,162.56,125,170.18,Orthodox,9.0,4.0,0.0,0.0
Sam,Greco,0,187.96,205,0.0,Orthodox,3.0,1.0,1.0,0.0
Bobby,Green,King,177.8,155,180.34,Orthodox,29.0,14.0,1.0,0.0
Desmond,Green,The Predator,177.8,155,185.42000000000002,Southpaw,23.0,8.0,0.0,0.0
Gabe,Green,Gifted,177.8,170,185.42000000000002,Switch,11.0,5.0,0.0,0.0
Maurice,Greene,The Crochet Boss,200.66,258,203.2,Orthodox,9.0,7.0,0.0,0.0
Matt,Grice,The Real One,172.72,145,177.8,Orthodox,15.0,5.0,0.0,0.0
Forrest,Griffin,0,190.5,205,195.58,Orthodox,19.0,7.0,0.0,0.0
Tyson,Griffin,0,167.64000000000001,145,172.72,Orthodox,16.0,8.0,0.0,0.0
Max,Griffin,Pain,180.34,170,193.04,Orthodox,19.0,10.0,0.0,0.0
Jordan,Griffin,Native Psycho,177.8,145,185.42000000000002,Southpaw,18.0,9.0,0.0,0.0
Chad,Griggs,The Grave Digger,185.42,205,185.42000000000002,Orthodox,11.0,3.0,0.0,0.0
Charalampos,Grigoriou,The Ferocious,0.0,135,0.0,0,7.0,3.0,0.0,0.0
Chuck,Grigsby,The Reverend,198.12,205,0.0,Orthodox,23.0,10.0,0.0,0.0
Rodrigo,Gripp de Sousa,Riscado,180.34,205,0.0,Orthodox,7.0,9.0,0.0,0.0
Maxim,Grishin,Maximus,190.5,205,198.12,Orthodox,32.0,10.0,2.0,0.0
Josh,Grispi,The Fluke,180.34,145,187.96,Orthodox,14.0,5.0,0.0,0.0
Garrett,Gross,0,175.26,155,0.0,Orthodox,11.0,7.0,0.0,0.0
Kendall,Grove,Da Spyder,198.12,185,200.66,Orthodox,23.0,17.0,0.0,0.0
Neil,Grove,Goliath,198.12,265,0.0,Orthodox,12.0,8.0,1.0,0.0
Chris,Gruetzemacher,Gritz,172.72,155,172.72,Orthodox,15.0,5.0,0.0,0.0
Vik,Grujic,The Spartan,180.34,170,185.42000000000002,Orthodox,6.0,6.0,0.0,0.0
Mike,Grundy,0,170.18,145,182.88,Orthodox,12.0,4.0,0.0,0.0
Wang,Guan,The Dongbei Tiger,175.26,145,180.34,Orthodox,20.0,1.0,1.0,0.0
Nandor,Guelmino,The Hun,190.5,230,0.0,0,11.0,5.0,1.0,0.0
Fabricio,Guerreiro,0,177.8,145,0.0,0,21.0,5.0,0.0,0.0
Raine,Guerrero,0,0.0,115,0.0,0,5.0,1.0,0.0,0.0
Shannon,Gugerty,0,177.8,155,180.34,Orthodox,15.0,7.0,0.0,0.0
Clay,Guida,The Carpenter,170.18,155,177.8,Orthodox,38.0,20.0,0.0,0.0
Jason,Guida,0,177.8,214,0.0,0,19.0,28.0,0.0,0.0
Melvin,Guillard,The Young Assassin,175.26,155,180.34,Orthodox,32.0,18.0,2.0,0.0
Chris,Guillen,0,182.88,240,0.0,Orthodox,13.0,16.0,0.0,0.0
Marcelo,Guimaraes,Magrao,182.88,185,185.42000000000002,Orthodox,9.0,2.0,1.0,0.0
Leonardo,Guimaraes,Leleco,182.88,185,0.0,Orthodox,11.0,5.0,0.0,0.0
Brad,Gumm,0,180.34,170,0.0,Orthodox,10.0,6.0,1.0,0.0
John,Gunderson,Quick Guns,175.26,155,175.26,Orthodox,35.0,16.0,2.0,0.0
John,Gunther,The Machine,175.26,155,182.88,Orthodox,5.0,1.0,0.0,0.0
Jorge,Gurgel,0,170.18,155,175.26,Orthodox,14.0,10.0,0.0,0.0
Fabio,Gurgel,0,182.88,205,0.0,Orthodox,3.0,2.0,0.0,0.0
Bogdan,Guskov,0,0.0,205,0.0,0,14.0,2.0,0.0,0.0
Gugun,Gusman,The Tiger,170.18,135,172.72,Orthodox,8.0,4.0,0.0,0.0
Andre,Gusmao,0,182.88,205,0.0,Orthodox,6.0,3.0,0.0,0.0
Alexander,Gustafsson,The Mauler,195.57999999999998,205,200.66,Orthodox,18.0,8.0,0.0,0.0
Justin,Guthrie,0,185.42,170,0.0,0,18.0,9.0,0.0,0.0
Horacio,Gutierrez,The Punisher,177.8,145,0.0,0,4.0,3.0,0.0,0.0
Chris,Gutierrez,El Guapo,175.26,135,170.18,Orthodox,19.0,4.0,2.0,0.0
Mando,Gutierrez,El Toro,167.64000000000001,135,177.8,Southpaw,7.0,2.0,0.0,0.0
Mike,Guymon,The Joker,182.88,170,187.96,Orthodox,15.0,6.0,1.0,0.0
Chelsea,Hackett,Hammer,162.56,125,167.64000000000001,Switch,3.0,1.0,1.0,0.0
Keith,Hackney,The Giant Killer,180.34,200,0.0,Sideways,2.0,2.0,0.0,0.0
Jake,Hadley,White Kong,170.18,125,177.8,Southpaw,10.0,1.0,0.0,0.0
Steve,Hadsel,0,172.72,170,0.0,0,3.0,0.0,0.0,0.0
Damir,Hadzovic,The Bosnian Bomber,175.26,155,177.8,Orthodox,14.0,7.0,0.0,0.0
Bassil,Hafez,The Habibi,180.34,170,182.88,Orthodox,8.0,4.0,1.0,0.0
Tim,Hague,The Trashing Machine,193.04,260,193.04,Orthodox,21.0,13.0,0.0,0.0
Yazan,Hajeh,Yazzle Dazzle,175.26,145,0.0,Orthodox,6.0,1.0,0.0,0.0
Stoney,Hale,The Skuller,182.88,0,0.0,0,5.0,3.0,0.0,0.0
Kevin,Haley,The North Woods Nightmare,187.96,205,0.0,0,6.0,4.0,0.0,0.0
Mark,Hall,0,182.88,190,0.0,Orthodox,5.0,6.0,0.0,0.0
Uriah,Hall,Prime Time,182.88,185,200.66,Orthodox,18.0,11.0,0.0,0.0
Ryan,Hall,The Wizard,177.8,145,177.8,Southpaw,9.0,2.0,0.0,0.0
Dennis,Hallman,Superman,175.26,155,182.88,Orthodox,53.0,20.0,2.0,0.0
Piotr,Hallmann,Pletwal,175.26,155,180.34,Orthodox,18.0,6.0,0.0,0.0
Tony,Halme,0,190.5,300,0.0,Orthodox,0.0,4.0,0.0,0.0
Brandon,Halsey,Bull,182.88,185,0.0,0,9.0,3.0,0.0,0.0
John,Halverson,The Hurricane,175.26,155,0.0,Southpaw,16.0,8.0,0.0,0.0
Seo Hee,Ham,0,157.48000000000002,115,157.48,Southpaw,17.0,8.0,0.0,0.0
Frank,Hamaker,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0
Kazuhiro,Hamanaka,0,182.88,185,0.0,Southpaw,5.0,7.0,1.0,0.0
Rami,Hamed,0,0.0,170,0.0,0,12.0,3.0,0.0,0.0
Matt,Hamill,The Hammer,185.42,205,193.04,Orthodox,12.0,8.0,0.0,0.0
Jeremy,Hamilton,Hawk,0.0,185,0.0,0,9.0,2.0,0.0,0.0
Anthony,Hamilton,Freight Train,195.57999999999998,260,193.04,Orthodox,15.0,9.0,0.0,0.0
CJ,Hamilton,The Autobot,170.18,125,172.72,Switch,11.0,4.0,0.0,0.0
Jared,Hamman,The Messenger,190.5,185,190.5,Orthodox,14.0,6.0,0.0,0.0
James,Hammortree,The Sledge,190.5,185,0.0,Orthodox,6.0,3.0,0.0,0.0
Dean,Hancock,The Hammer,0.0,155,0.0,0,2.0,1.0,0.0,0.0
Chad,Hanekom,Superman,0.0,185,0.0,0,9.0,2.0,0.0,0.0
Joachim,Hansen,Hellboy,170.18,150,0.0,Southpaw,23.0,14.0,1.0,0.0
Kay,Hansen,0,157.48000000000002,115,160.02,Orthodox,7.0,6.0,0.0,0.0
Nasrat,Haqparast,0,177.8,155,182.88,Southpaw,14.0,5.0,0.0,0.0
Shin,Haraguchi,0,167.64000000000001,155,172.72,Switch,6.0,0.0,0.0,0.0
Janay,Harding,Hollowpoint,0.0,135,0.0,0,2.0,3.0,0.0,0.0
Antoni,Hardonk,0,193.04,245,198.12,Orthodox,8.0,6.0,0.0,0.0
George,Hardwick,0,0.0,155,0.0,0,12.0,1.0,0.0,0.0
Dan,Hardy,The Outlaw,182.88,170,187.96,Orthodox,25.0,10.0,0.0,0.0
Veronica,Hardy,0,162.56,125,162.56,Southpaw,7.0,4.0,1.0,0.0
Greg,Hardy,Prince of War,195.57999999999998,265,203.2,Orthodox,7.0,5.0,0.0,0.0
Tobias,Harila,Bad Intention,0.0,0,0.0,0,12.0,3.0,0.0,0.0
Baru,Harn,Seiryu,0.0,265,0.0,0,1.0,2.0,0.0,0.0
Scott,Harper,0,182.88,185,0.0,Orthodox,12.0,7.0,0.0,0.0
Josiah,Harrell,Muscle Hamster,170.18,170,172.72,Southpaw,7.0,0.0,0.0,0.0
Gerry,Harris,0,203.2,270,0.0,Orthodox,1.0,4.0,0.0,0.0
Gerald,Harris,0,180.34,185,195.58,Southpaw,23.0,5.0,0.0,0.0
Phil,Harris,Billy,162.56,125,165.1,Orthodox,22.0,12.0,0.0,0.0
Walt,Harris,The Big Ticket,195.57999999999998,250,195.58,Southpaw,13.0,10.0,0.0,0.0
Dhafir,Harris,Dada 5000,0.0,257,0.0,0,2.0,0.0,0.0,0.0
Trevor,Harris,0,167.64000000000001,145,0.0,0,2.0,2.0,0.0,0.0
Carlston,Harris,Mocambique,182.88,170,193.04,Orthodox,18.0,5.0,0.0,0.0
Collin,Hart,0,185.42,185,0.0,Orthodox,6.0,3.0,1.0,0.0
Dale,Hartt,0,177.8,155,175.26,Orthodox,6.0,3.0,0.0,0.0
Luke,Hartwig,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Clay,Harvison,Bushwacker,185.42,170,187.96,Orthodox,13.0,6.0,0.0,0.0
Hidehiko,Hasegawa,0,175.26,170,0.0,0,19.0,20.0,6.0,0.0
Chris,Haseman,The Hammer,180.34,205,0.0,Orthodox,20.0,17.0,0.0,0.0
Takayo,Hashi,0,162.56,135,0.0,Orthodox,15.0,6.0,1.0,0.0
Tomohiko,Hashimoto,0,182.88,250,0.0,Orthodox,1.0,4.0,0.0,0.0
Justin,Haskins,0,177.8,170,0.0,Orthodox,7.0,6.0,0.0,0.0
Hayder,Hassan,Hulk,177.8,170,0.0,0,6.0,3.0,0.0,0.0
Ahmad,Hassanzada,Lion of the Ring,185.42,155,190.5,Orthodox,10.0,2.0,0.0,0.0
Daiki,Hata,DJ Taiki,167.64000000000001,139,0.0,Orthodox,17.0,11.0,7.0,0.0
John,Hathaway,The Hitman,185.42,170,190.5,Orthodox,17.0,2.0,0.0,0.0
Phil,Hawes,No Hype,182.88,185,195.58,Orthodox,12.0,5.0,0.0,0.0
Justin,Hawes,The Hawk,180.34,205,0.0,0,6.0,9.0,0.0,0.0
Chris,Hawk,0,185.42,205,0.0,0,5.0,10.0,0.0,0.0
Del,Hawkins,The Filipino Delight,165.1,135,0.0,Orthodox,22.0,17.0,0.0,0.0
Tommy,Hayden,Wild Card,175.26,145,0.0,Southpaw,11.0,3.0,0.0,0.0
Mike,Hayes,0,193.04,230,0.0,Orthodox,20.0,12.0,2.0,0.0
Ryan,Hayes,0,0.0,0,0.0,0,7.0,6.0,0.0,0.0
Gerric,Hayes,0,177.8,0,0.0,0,8.0,11.0,0.0,0.0
Josh,Haynes,Bring the Pain,175.26,170,0.0,Orthodox,14.0,11.0,0.0,0.0
Dustin,Hazelett,McLovin,185.42,170,193.04,Orthodox,12.0,7.0,0.0,0.0
James,Head,0,185.42,170,185.42000000000002,Orthodox,9.0,4.0,0.0,0.0
Pat,Healy,Bam Bam,182.88,155,182.88,Orthodox,34.0,23.0,0.0,0.0
Ryan,Healy,The Irish Assassin,185.42,155,0.0,Orthodox,25.0,14.0,1.0,0.0
Spencer,Hearns,0,180.34,185,0.0,0,1.0,0.0,0.0,0.0
David,Heath,0,180.34,205,182.88,Orthodox,18.0,7.0,0.0,0.0
Chris,Heatherly,Stump,175.26,155,0.0,Orthodox,9.0,4.0,0.0,0.0
Jake,Hecht,Hitman,182.88,170,185.42000000000002,Orthodox,11.0,4.0,0.0,0.0
Nick,Hein,Sergeant,167.64000000000001,155,167.64000000000001,Southpaw,14.0,5.0,0.0,0.0
Ian,Heinisch,The Hurricane,180.34,185,182.88,Orthodox,14.0,5.0,0.0,0.0
Marcin,Held,0,175.26,155,180.34,Orthodox,23.0,7.0,0.0,0.0
Delson,Heleno,Pe De Chumbo,180.34,185,0.0,Orthodox,29.0,10.0,0.0,0.0
Matt,Helm,0,0.0,155,0.0,0,1.0,1.0,0.0,0.0
Elisha,Helsper,Knuckles,167.64000000000001,135,0.0,Orthodox,0.0,4.0,0.0,0.0
Dan,Henderson,Hendo,180.34,185,187.96,Orthodox,32.0,15.0,0.0,0.0
Benson,Henderson,Smooth,175.26,170,177.8,Southpaw,24.0,7.0,0.0,0.0
Ron,Henderson,0,177.8,125,0.0,0,4.0,3.0,0.0,0.0
Josh,Hendricks,0,187.96,235,0.0,Southpaw,19.0,11.0,0.0,0.0
Johny,Hendricks,Bigg Rigg,175.26,185,175.26,Southpaw,18.0,8.0,0.0,0.0
Cory,Hendricks,0,190.5,205,0.0,0,3.0,1.0,0.0,0.0
Luis,Henrique,KLB,187.96,243,187.96,Orthodox,10.0,5.0,0.0,0.0
Jose,Henrique,Canela,190.5,170,200.66,Orthodox,5.0,1.0,0.0,0.0
Diego,Henrique da Silva,Gaucho,187.96,185,0.0,Orthodox,8.0,4.0,0.0,0.0
Danny,Henry,The Hatchet,182.88,145,185.42000000000002,Orthodox,12.0,4.0,0.0,0.0
Victor,Henry,La Mangosta,170.18,135,172.72,Switch,23.0,6.0,0.0,0.0
TJ,Hepburn,The Carnivore,170.18,155,0.0,0,4.0,2.0,0.0,0.0
Jai,Herbert,Black Country Banger,185.42,155,195.58,Orthodox,12.0,5.0,1.0,0.0
Ed,Herman,Short Fuse,185.42,205,195.58,Orthodox,27.0,16.0,0.0,0.0
Dave,Herman,0,193.04,242,195.58,Orthodox,22.0,6.0,0.0,0.0
Jack,Hermansson,The Joker,185.42,185,195.58,Orthodox,23.0,8.0,0.0,0.0
Noe,Hernandez,0,0.0,0,0.0,Orthodox,5.0,5.0,0.0,0.0
Joe,Hernandez,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Ramiro,Hernandez,Junior,175.26,135,0.0,Orthodox,19.0,9.0,0.0,0.0
Alexander,Hernandez,The Great Ape,175.26,155,182.88,Orthodox,14.0,6.0,0.0,0.0
Anthony,Hernandez,Fluffy,182.88,185,190.5,Orthodox,11.0,2.0,0.0,0.0
Nohelin,Hernandez,Suave,177.8,135,180.34,Orthodox,9.0,4.0,0.0,0.0
Carlos,Hernandez,0,172.72,125,170.18,Orthodox,9.0,2.0,0.0,0.0
Paul,Herrera,The Bone Crusher,177.8,185,0.0,Orthodox,1.0,1.0,0.0,0.0
Chris,Herrera,The Crusher,177.8,185,0.0,0,3.0,2.0,1.0,0.0
Geane,Herrera,La Pulga,165.1,125,167.64000000000001,Orthodox,9.0,3.0,0.0,0.0
Alvaro,Herrera Mendoza,Chango,182.88,155,187.96,Orthodox,9.0,6.0,0.0,0.0
